 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
22.02 
1565562865.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   5	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  62	  37	  65	  41	  64	
 204.8	  76	 127	  71	 124	  74	 129	  81	 128	
 409.6	 152	 254	 142	 248	 148	 258	 162	 255	
 819.2	 304	 507	 284	 495	 296	 517	 323	 510	
1638.4	 607	1012	 567	 988	 590	1031	 645	1018	
3276.8	1214	2023	1134	1975	1181	2063	1290	2037	
