 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.07 
1565940189.13
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  43	  67	
 204.8	  82	 133	  78	 130	  82	 137	  87	 134	
 409.6	 164	 265	 155	 260	 163	 273	 173	 267	
 819.2	 327	 529	 309	 518	 325	 545	 344	 532	
1638.4	 653	1056	 616	1035	 649	1089	 687	1063	
3276.8	1303	2107	1228	2064	1294	2171	1369	2119	
