 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.62 
1557480325.81
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 132	
 409.6	 166	 264	 157	 256	 162	 270	 174	 265	
 819.2	 332	 528	 314	 513	 324	 540	 348	 530	
1638.4	 661	1052	 626	1024	 645	1077	 694	1056	
3276.8	1318	2100	1249	2042	1287	2148	1384	2107	
