 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.40 
1566331228.3
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  41	  68	  43	  72	  46	  70	
 204.8	  87	 138	  82	 135	  85	 143	  92	 140	
 409.6	 173	 275	 164	 269	 170	 284	 184	 279	
 819.2	 345	 551	 328	 538	 340	 569	 367	 559	
1638.4	 688	1098	 654	1073	 676	1133	 731	1113	
3276.8	1374	2193	1306	2142	1350	2263	1460	2223	
