 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.89 
1563570258.08
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  21	  33	  20	  32	  20	  34	  21	  32	
 102.4	  42	  65	  41	  64	  40	  67	  43	  64	
 204.8	  84	 129	  81	 127	  79	 134	  85	 127	
 409.6	 167	 258	 161	 253	 158	 267	 169	 253	
 819.2	 333	 513	 320	 504	 315	 531	 335	 503	
1638.4	 666	1027	 640	1008	 631	1063	 672	1007	
3276.8	1333	2053	1278	2017	1262	2126	1343	2015	
