 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.47 
1556190946.89
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 167	 264	 159	 257	 163	 270	 175	 265	
 819.2	 335	 530	 318	 516	 326	 542	 352	 532	
1638.4	 667	1056	 633	1028	 649	1080	 700	1059	
3276.8	1332	2108	1265	2053	1296	2156	1397	2115	
