 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.69 
1563397931.08
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  21	  33	  21	  32	  20	  34	  22	  32	
 102.4	  42	  65	  41	  64	  40	  67	  43	  64	
 204.8	  84	 129	  81	 127	  79	 134	  85	 127	
 409.6	 168	 257	 161	 253	 158	 266	 168	 253	
 819.2	 334	 514	 321	 505	 316	 532	 336	 504	
1638.4	 667	1026	 640	1008	 631	1062	 671	1007	
3276.8	1332	2049	1278	2013	1260	2121	1340	2010	
