 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
17.22 
1559893832.15
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  23	  34	
 102.4	  42	  68	  40	  66	  41	  69	  45	  68	
 204.8	  84	 135	  79	 131	  82	 138	  88	 135	
 409.6	 167	 269	 158	 261	 164	 276	 177	 270	
 819.2	 333	 537	 315	 521	 328	 551	 353	 540	
1638.4	 665	1073	 629	1041	 654	1101	 704	1079	
3276.8	1326	2141	1254	2077	1305	2197	1405	2153	
