 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.88 
1554433667.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  67	  44	  66	
 204.8	  83	 132	  77	 129	  81	 134	  88	 132	
 409.6	 166	 262	 158	 256	 161	 267	 174	 263	
 819.2	 332	 525	 317	 513	 321	 536	 350	 527	
1638.4	 663	1048	 632	1025	 641	1070	 697	1053	
3276.8	1323	2095	1263	2047	1282	2137	1393	2103	
