 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.26 
1562213353.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  18	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 140	  85	 137	  87	 144	  94	 142	
 409.6	 178	 279	 170	 274	 174	 288	 188	 284	
 819.2	 355	 557	 339	 546	 347	 575	 375	 566	
1638.4	 709	1112	 676	1090	 692	1148	 749	1130	
3276.8	1415	2221	1349	2176	1382	2293	1495	2256	
