 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.72 
1566280665.74
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  42	  68	  43	  72	  46	  70	
 204.8	  87	 138	  83	 135	  85	 143	  93	 140	
 409.6	 174	 276	 165	 270	 171	 285	 185	 280	
 819.2	 346	 551	 328	 538	 340	 569	 367	 559	
1638.4	 691	1101	 656	1076	 679	1137	 734	1117	
3276.8	1379	2198	1309	2148	1354	2268	1465	2228	
