 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.55 
1555426477.19
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  82	 135	  88	 133	
 409.6	 168	 264	 159	 258	 163	 270	 176	 265	
 819.2	 333	 526	 316	 512	 324	 538	 349	 527	
1638.4	 668	1055	 634	1028	 650	1079	 700	1059	
3276.8	1336	2111	1269	2056	1299	2159	1402	2119	
