 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.87 
1561636024.44
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  32	  19	  33	  21	  32	
 102.4	  40	  64	  37	  63	  38	  65	  41	  64	
 204.8	  79	 128	  74	 125	  75	 130	  83	 129	
 409.6	 157	 255	 148	 249	 151	 260	 165	 257	
 819.2	 313	 509	 295	 497	 300	 518	 328	 512	
1638.4	 625	1017	 589	 994	 599	1036	 656	1023	
3276.8	1247	2031	1176	1985	1197	2068	1310	2042	
