 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.73 
1565934621.91
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  34	  19	  32	  20	  34	  22	  34	
 102.4	  40	  67	  38	  65	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  79	 136	  86	 133	
 409.6	 158	 264	 149	 256	 158	 271	 171	 266	
 819.2	 316	 527	 296	 510	 315	 541	 341	 530	
1638.4	 631	1053	 592	1020	 630	1080	 681	1059	
3276.8	1259	2102	1182	2036	1258	2157	1359	2113	
