 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1562145250.93
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  81	 133	  77	 129	  81	 137	  87	 134	
 409.6	 162	 266	 153	 258	 161	 273	 174	 267	
 819.2	 324	 531	 306	 515	 321	 545	 347	 534	
1638.4	 646	1058	 609	1027	 639	1086	 691	1063	
3276.8	1290	2114	1216	2051	1278	2169	1379	2124	
