 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.16 
1565220374.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  42	  68	  43	  71	  46	  70	
 204.8	  87	 138	  83	 135	  86	 143	  92	 140	
 409.6	 174	 276	 165	 270	 171	 285	 184	 280	
 819.2	 346	 550	 329	 538	 340	 568	 367	 558	
1638.4	 691	1098	 657	1074	 678	1133	 733	1113	
3276.8	1382	2196	1313	2148	1357	2267	1466	2227	
