 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.22 
1566181790.29
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  42	  68	  43	  72	  46	  70	
 204.8	  87	 138	  83	 135	  85	 143	  92	 140	
 409.6	 174	 277	 165	 270	 171	 285	 185	 281	
 819.2	 347	 552	 329	 539	 340	 570	 368	 560	
1638.4	 692	1102	 658	1077	 680	1138	 735	1118	
3276.8	1381	2199	1311	2149	1355	2269	1466	2229	
