 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.31 
1555515432.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 167	 264	 159	 257	 163	 270	 175	 265	
 819.2	 334	 527	 317	 513	 324	 539	 350	 529	
1638.4	 667	1054	 634	1027	 649	1078	 699	1058	
3276.8	1331	2103	1264	2048	1293	2149	1394	2109	
