 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.80 
1563882140.86
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  16	  10	  16	  10	  17	  11	  16	
  51.2	  21	  33	  20	  32	  20	  34	  21	  32	
 102.4	  42	  65	  40	  64	  40	  67	  42	  63	
 204.8	  84	 129	  80	 126	  79	 133	  84	 126	
 409.6	 167	 257	 160	 253	 158	 267	 168	 253	
 819.2	 333	 513	 319	 504	 315	 531	 335	 503	
1638.4	 663	1022	 636	1004	 628	1058	 667	1002	
3276.8	1326	2045	1273	2009	1256	2117	1336	2006	
