 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.09 
1560280723.42
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  69	  43	  68	  43	  71	  47	  70	
 204.8	  88	 138	  85	 135	  86	 142	  93	 140	
 409.6	 176	 275	 168	 270	 171	 283	 186	 279	
 819.2	 352	 549	 336	 539	 341	 565	 371	 556	
1638.4	 702	1095	 671	1075	 680	1126	 738	1109	
3276.8	1403	2189	1341	2149	1359	2252	1476	2218	
