 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.82 
1564778016.11
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  66	
 204.8	  79	 132	  75	 128	  79	 135	  86	 132	
 409.6	 158	 263	 149	 255	 158	 270	 171	 264	
 819.2	 316	 527	 297	 511	 316	 540	 341	 530	
1638.4	 630	1049	 592	1018	 629	1077	 680	1055	
3276.8	1258	2096	1182	2032	1255	2150	1358	2106	
