 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.15 
1563640569.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  34	  19	  33	  20	  34	  22	  34	
 102.4	  40	  67	  38	  65	  40	  68	  43	  67	
 204.8	  80	 132	  76	 128	  80	 136	  86	 133	
 409.6	 159	 263	 150	 255	 158	 270	 171	 264	
 819.2	 319	 528	 301	 512	 318	 542	 343	 531	
1638.4	 637	1054	 600	1022	 635	1082	 685	1060	
3276.8	1268	2099	1194	2035	1262	2152	1362	2107	
