 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
15.52 
1561410463.24
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   7	   9	   6	   9	   6	   9	
  25.6	  11	  17	  11	  17	  11	  18	  11	  17	
  51.2	  22	  34	  21	  33	  21	  35	  23	  34	
 102.4	  43	  67	  41	  66	  42	  69	  45	  68	
 204.8	  85	 134	  81	 132	  84	 138	  89	 135	
 409.6	 170	 268	 161	 263	 167	 277	 177	 271	
 819.2	 339	 536	 322	 526	 334	 552	 353	 540	
1638.4	 678	1070	 642	1050	 666	1102	 705	1079	
3276.8	1354	2139	1283	2099	1332	2204	1410	2156	
