 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.02 
1557268165.82
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  43	  66	
 204.8	  83	 131	  79	 128	  79	 133	  86	 132	
 409.6	 165	 261	 157	 256	 157	 266	 172	 264	
 819.2	 330	 522	 314	 512	 314	 532	 344	 528	
1638.4	 659	1043	 627	1023	 627	1064	 687	1054	
3276.8	1316	2084	1252	2043	1252	2125	1372	2107	
