 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.85 
1555570137.2
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 167	 264	 159	 257	 162	 269	 175	 265	
 819.2	 333	 526	 316	 513	 324	 538	 349	 528	
1638.4	 668	1055	 634	1027	 649	1079	 700	1059	
3276.8	1334	2108	1266	2054	1296	2156	1398	2115	
