 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.91 
1560027698.28
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  36	
 102.4	  45	  70	  43	  68	  43	  72	  47	  71	
 204.8	  89	 138	  85	 136	  86	 143	  94	 141	
 409.6	 177	 277	 170	 272	 172	 285	 187	 281	
 819.2	 354	 553	 339	 543	 343	 569	 374	 561	
1638.4	 706	1102	 676	1084	 684	1135	 746	1120	
3276.8	1413	2205	1352	2169	1368	2271	1492	2240	
