 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.72 
1563192867.23
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  43	  72	  47	  71	
 204.8	  89	 139	  84	 136	  86	 143	  93	 141	
 409.6	 176	 277	 168	 271	 172	 286	 186	 281	
 819.2	 352	 553	 335	 541	 344	 571	 371	 561	
1638.4	 703	1106	 669	1082	 687	1141	 742	1122	
3276.8	1404	2210	1337	2162	1372	2280	1482	2241	
