 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.11 
1566210961.11
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  87	 139	  83	 135	  86	 143	  93	 141	
 409.6	 174	 277	 165	 270	 171	 286	 185	 281	
 819.2	 347	 553	 330	 540	 341	 571	 369	 561	
1638.4	 693	1103	 658	1078	 680	1139	 736	1119	
3276.8	1382	2202	1312	2151	1357	2273	1469	2233	
