 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.22 
1566191769.05
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  74	 128	  79	 135	  85	 133	
 409.6	 158	 264	 149	 255	 158	 270	 171	 265	
 819.2	 316	 527	 297	 510	 316	 540	 341	 530	
1638.4	 628	1048	 590	1015	 627	1075	 678	1053	
3276.8	1257	2098	1181	2032	1256	2152	1355	2108	
