 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.10 
1554707611.57
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  83	 132	  80	 129	  81	 134	  88	 132	
 409.6	 167	 263	 159	 257	 161	 268	 175	 264	
 819.2	 334	 527	 318	 514	 323	 538	 351	 529	
1638.4	 665	1051	 634	1026	 645	1073	 700	1055	
3276.8	1330	2102	1268	2053	1288	2146	1400	2110	
