 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.01 
1557754018.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 128	  81	 135	  87	 133	
 409.6	 166	 264	 157	 256	 161	 270	 174	 265	
 819.2	 331	 527	 314	 513	 323	 539	 348	 529	
1638.4	 660	1052	 625	1022	 644	1075	 693	1055	
3276.8	1321	2106	1253	2048	1290	2155	1389	2115	
