 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.95 
1562635936.17
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 140	  85	 137	  87	 144	  94	 142	
 409.6	 178	 279	 169	 273	 174	 288	 188	 284	
 819.2	 355	 557	 338	 545	 346	 575	 375	 566	
1638.4	 707	1111	 674	1088	 691	1147	 748	1128	
3276.8	1412	2221	1346	2175	1380	2292	1494	2255	
