 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.37 
1561879182.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 153	 258	 161	 272	 174	 267	
 819.2	 324	 530	 306	 514	 321	 544	 346	 533	
1638.4	 645	1055	 608	1023	 637	1082	 688	1059	
3276.8	1294	2117	1220	2053	1279	2171	1381	2126	
