 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1563827111.44
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 133	  76	 129	  80	 136	  86	 133	
 409.6	 160	 264	 150	 256	 159	 271	 172	 265	
 819.2	 319	 528	 300	 512	 318	 542	 343	 531	
1638.4	 635	1051	 598	1020	 633	1079	 683	1056	
3276.8	1270	2103	1196	2039	1265	2157	1366	2113	
