 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.11 
1563439687.95
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  44	  72	  47	  71	
 204.8	  89	 139	  84	 136	  87	 144	  94	 141	
 409.6	 177	 278	 168	 272	 173	 287	 187	 282	
 819.2	 352	 555	 335	 543	 345	 573	 372	 564	
1638.4	 704	1109	 670	1085	 688	1145	 743	1125	
3276.8	1404	2214	1336	2166	1374	2286	1484	2247	
