 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.95 
1563318326.95
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  18	  11	  17	
  51.2	  21	  34	  19	  33	  20	  35	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  43	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 134	
 409.6	 161	 265	 152	 257	 160	 272	 173	 266	
 819.2	 320	 528	 302	 512	 318	 542	 343	 531	
1638.4	 639	1054	 602	1022	 635	1082	 685	1059	
3276.8	1283	2119	1209	2055	1276	2176	1378	2131	
