 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.11 
1566196872.35
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  66	
 204.8	  79	 132	  74	 128	  79	 135	  85	 133	
 409.6	 158	 263	 148	 255	 158	 270	 170	 265	
 819.2	 314	 524	 295	 508	 314	 538	 339	 527	
1638.4	 627	1046	 589	1013	 626	1073	 676	1051	
3276.8	1251	2088	1175	2023	1250	2141	1348	2097	
