 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.42 
1561196698.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  38	  63	  38	  66	  42	  65	
 204.8	  79	 128	  75	 126	  76	 131	  83	 129	
 409.6	 158	 256	 149	 251	 152	 261	 166	 258	
 819.2	 315	 512	 298	 501	 302	 521	 331	 515	
1638.4	 629	1022	 594	 999	 604	1041	 660	1028	
3276.8	1257	2043	1187	1997	1207	2081	1319	2056	
