 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
9.65 
1564317018.61
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  16	  10	  16	  10	  17	  11	  16	
  51.2	  21	  33	  20	  32	  20	  34	  21	  32	
 102.4	  42	  65	  40	  63	  40	  67	  42	  63	
 204.8	  84	 129	  80	 126	  79	 133	  84	 126	
 409.6	 166	 257	 159	 252	 157	 266	 168	 252	
 819.2	 332	 513	 318	 503	 314	 531	 335	 503	
1638.4	 663	1025	 636	1006	 628	1061	 670	1005	
3276.8	1324	2047	1271	2010	1255	2119	1337	2008	
