 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.73 
1555280760.47
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 130	  82	 136	  88	 133	
 409.6	 168	 265	 160	 259	 163	 271	 177	 266	
 819.2	 335	 529	 319	 516	 326	 541	 352	 531	
1638.4	 670	1057	 636	1030	 650	1080	 702	1061	
3276.8	1332	2102	1266	2049	1292	2147	1395	2108	
