 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.11 
1564984696.04
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  83	 136	  86	 143	  93	 141	
 409.6	 174	 277	 166	 270	 171	 286	 185	 281	
 819.2	 348	 552	 331	 540	 341	 570	 369	 560	
1638.4	 695	1103	 660	1078	 681	1138	 736	1118	
3276.8	1389	2204	1320	2155	1362	2276	1472	2236	
