 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.76 
1564083930.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  42	  68	  43	  72	  47	  70	
 204.8	  88	 138	  84	 135	  86	 143	  93	 140	
 409.6	 175	 277	 167	 271	 172	 286	 185	 281	
 819.2	 349	 551	 332	 539	 341	 569	 369	 559	
1638.4	 698	1102	 663	1078	 683	1137	 737	1118	
3276.8	1395	2204	1326	2155	1365	2274	1473	2235	
