 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.19 
1559856202.43
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  69	  43	  68	  43	  71	  47	  70	
 204.8	  88	 138	  85	 136	  85	 142	  93	 140	
 409.6	 176	 276	 169	 271	 170	 283	 186	 280	
 819.2	 350	 550	 337	 542	 338	 565	 372	 559	
1638.4	 699	1099	 672	1082	 675	1129	 742	1116	
3276.8	1398	2197	1343	2164	1351	2257	1484	2232	
