 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.31 
1560183412.62
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   6	   8	   5	   9	   6	   8	
  25.6	  11	  16	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  85	 129	  82	 128	  80	 133	  86	 127	
 409.6	 169	 258	 163	 255	 159	 266	 171	 254	
 819.2	 339	 516	 327	 509	 318	 533	 342	 509	
1638.4	 675	1029	 651	1015	 634	1062	 682	1013	
3276.8	1346	2052	1297	2024	1264	2117	1359	2019	
