 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.19 
1560296288.82
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  69	  42	  68	  43	  71	  47	  70	
 204.8	  88	 137	  84	 135	  86	 141	  93	 139	
 409.6	 176	 274	 168	 269	 171	 282	 185	 278	
 819.2	 352	 548	 336	 538	 341	 564	 370	 556	
1638.4	 702	1095	 671	1075	 680	1126	 738	1109	
3276.8	1403	2188	1340	2149	1359	2251	1476	2217	
