 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.36 
1559946063.53
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  65	  41	  69	  44	  68	
 204.8	  83	 134	  79	 130	  82	 138	  88	 135	
 409.6	 166	 267	 157	 259	 163	 274	 175	 269	
 819.2	 331	 535	 314	 520	 326	 549	 352	 538	
1638.4	 661	1069	 625	1037	 651	1097	 701	1074	
3276.8	1324	2141	1253	2077	1304	2197	1406	2153	
