 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.73 
1564663848.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  28	  35	
 102.4	  44	  69	  42	  68	  43	  72	  47	  70	
 204.8	  88	 138	  83	 135	  86	 143	  93	 140	
 409.6	 175	 277	 166	 270	 171	 286	 185	 281	
 819.2	 348	 552	 331	 539	 341	 569	 369	 560	
1638.4	 695	1101	 660	1077	 681	1137	 736	1117	
3276.8	1387	2199	1318	2150	1359	2270	1469	2229	
