 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.33 
1563990048.7
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  80	 136	  86	 133	
 409.6	 158	 262	 149	 254	 158	 269	 170	 263	
 819.2	 317	 525	 298	 509	 316	 538	 341	 527	
1638.4	 634	1052	 597	1020	 633	1080	 683	1057	
3276.8	1266	2099	1192	2036	1262	2154	1364	2110	
