 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.85 
1554622959.47
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  39	  67	  44	  66	
 204.8	  83	 131	  80	 128	  78	 133	  87	 132	
 409.6	 166	 261	 159	 256	 157	 265	 173	 264	
 819.2	 330	 521	 316	 512	 312	 529	 346	 526	
1638.4	 661	1041	 632	1024	 625	1058	 691	1053	
3276.8	1317	2075	1260	2041	1245	2110	1377	2098	
