 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.50 
1564601605.28
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  75	 128	  79	 135	  86	 132	
 409.6	 158	 263	 149	 255	 157	 269	 171	 264	
 819.2	 316	 526	 297	 510	 315	 539	 341	 529	
1638.4	 631	1050	 594	1018	 630	1077	 682	1052	
3276.8	1261	2098	1186	2034	1258	2153	1361	2109	
