 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.32 
1554388324.56
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  40	  67	  44	  66	
 204.8	  83	 131	  79	 128	  81	 134	  88	 132	
 409.6	 166	 262	 158	 256	 160	 267	 174	 263	
 819.2	 330	 523	 315	 511	 320	 533	 348	 525	
1638.4	 660	1045	 630	1021	 639	1065	 694	1048	
3276.8	1318	2088	1258	2040	1276	2129	1387	2094	
