 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.72 
1563940283.13
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  10	  16	  10	  17	  11	  16	
  51.2	  21	  33	  20	  32	  20	  34	  21	  32	
 102.4	  42	  65	  40	  64	  40	  67	  42	  63	
 204.8	  84	 129	  80	 127	  79	 134	  84	 127	
 409.6	 167	 258	 160	 253	 158	 267	 169	 253	
 819.2	 333	 514	 320	 505	 316	 532	 336	 505	
1638.4	 664	1026	 639	1008	 630	1062	 670	1006	
3276.8	1327	2050	1275	2014	1259	2122	1340	2011	
