 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.04 
1561686743.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 154	 258	 161	 273	 174	 267	
 819.2	 325	 531	 306	 515	 321	 545	 347	 534	
1638.4	 648	1060	 611	1028	 641	1087	 692	1065	
3276.8	1296	2120	1223	2056	1282	2174	1384	2130	
