 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.32 
1554455959.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  67	  44	  66	
 204.8	  84	 132	  80	 129	  81	 135	  88	 132	
 409.6	 166	 263	 159	 257	 161	 268	 175	 264	
 819.2	 331	 524	 316	 512	 321	 535	 349	 526	
1638.4	 662	1046	 631	1022	 641	1067	 696	1050	
3276.8	1322	2092	1262	2044	1281	2135	1392	2099	
