 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1561842351.94
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  66	  39	  64	  40	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 136	  87	 134	
 409.6	 162	 265	 153	 257	 161	 272	 173	 267	
 819.2	 325	 531	 306	 515	 322	 545	 347	 534	
1638.4	 647	1058	 610	1026	 639	1085	 691	1062	
3276.8	1289	2109	1215	2045	1274	2162	1375	2117	
