 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.89 
1562199269.49
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  85	 130	  82	 128	  80	 135	  86	 128	
 409.6	 169	 259	 163	 255	 160	 268	 171	 255	
 819.2	 337	 517	 324	 508	 319	 535	 340	 508	
1638.4	 672	1030	 646	1013	 635	1066	 677	1012	
3276.8	1344	2059	1291	2026	1269	2131	1354	2023	
