 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.55 
1554215169.64
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  21	  32	  20	  32	  19	  33	  22	  33	
 102.4	  41	  65	  39	  64	  38	  65	  43	  65	
 204.8	  81	 129	  78	 127	  76	 131	  85	 130	
 409.6	 162	 258	 156	 254	 152	 261	 170	 260	
 819.2	 322	 513	 311	 506	 303	 520	 339	 518	
1638.4	 643	1025	 619	1010	 605	1037	 676	1034	
3276.8	1284	2048	1237	2018	1208	2073	1350	2065	
