 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.16 
1557267500.29
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 132	
 409.6	 166	 264	 157	 257	 162	 270	 174	 265	
 819.2	 332	 528	 315	 514	 324	 541	 349	 531	
1638.4	 660	1051	 626	1021	 644	1074	 693	1054	
3276.8	1320	2101	1252	2043	1287	2149	1387	2108	
