 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.03 
1554703128.51
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  67	  44	  66	
 204.8	  84	 132	  80	 129	  81	 134	  88	 132	
 409.6	 167	 263	 159	 257	 162	 269	 175	 264	
 819.2	 332	 525	 317	 512	 322	 535	 349	 526	
1638.4	 663	1048	 632	1024	 642	1069	 697	1052	
3276.8	1326	2097	1265	2048	1285	2140	1394	2105	
