 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.93 
1560101880.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  10	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  71	  47	  70	
 204.8	  89	 138	  85	 136	  86	 142	  94	 140	
 409.6	 177	 276	 169	 271	 171	 284	 187	 280	
 819.2	 353	 551	 338	 541	 342	 567	 373	 559	
1638.4	 704	1100	 675	1082	 682	1132	 744	1117	
3276.8	1407	2198	1348	2161	1363	2262	1486	2232	
