 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.42 
1565848563.14
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  37	  64	  40	  68	  43	  67	
 204.8	  79	 132	  74	 128	  79	 136	  86	 133	
 409.6	 157	 262	 148	 254	 157	 269	 170	 264	
 819.2	 314	 524	 295	 508	 314	 537	 339	 526	
1638.4	 627	1047	 588	1014	 627	1073	 676	1052	
3276.8	1255	2096	1178	2031	1255	2150	1355	2107	
