 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.92 
1562060630.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  17	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  68	  42	  67	  43	  70	  46	  69	
 204.8	  87	 137	  83	 134	  85	 141	  92	 139	
 409.6	 174	 273	 166	 267	 169	 281	 183	 277	
 819.2	 346	 544	 331	 533	 338	 560	 365	 551	
1638.4	 692	1087	 661	1065	 674	1118	 730	1101	
3276.8	1383	2171	1319	2128	1348	2235	1458	2200	
