 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.76 
1561017700.96
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  82	 134	  78	 130	  81	 137	  88	 135	
 409.6	 164	 267	 155	 259	 162	 275	 175	 269	
 819.2	 328	 533	 309	 517	 324	 547	 349	 536	
1638.4	 653	1063	 616	1031	 645	1091	 695	1069	
3276.8	1299	2117	1227	2053	1283	2170	1382	2126	
