 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.47 
1559941282.14
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  68	  40	  66	  41	  69	  44	  68	
 204.8	  84	 135	  79	 131	  82	 138	  89	 135	
 409.6	 166	 268	 157	 260	 164	 275	 176	 270	
 819.2	 332	 537	 314	 521	 327	 551	 353	 540	
1638.4	 661	1069	 625	1037	 651	1097	 701	1074	
3276.8	1324	2140	1252	2076	1304	2196	1404	2151	
